nxbpfBx6rg0	Mijanka PR 1-H1.mp4	Mijanka PR 1-H1	Passage place PR 1-H1	Passage place PR 1-H1 (Mijanka PR 1-H1)
FSJfIoMjSXQ	Przejście przez drzwi R 1-H2.mp4	Przejście przez drzwi R 1-H2	Passage R 1-H2	Passage R 1-H2 (Przejście przez drzwi R 1-H2)
DrfUH-jam_k	Przejście przez drzwi R 1-H4.mp4	Przejście przez drzwi R 1-H4	Passage R 1-H4	Passage R 1-H4 (Przejście przez drzwi R 1-H4)
sD43yTOfM7g	Przejście przez drzwi R 7-H4.mp4	Przejście przez drzwi R 7-H4	Passage R 7-H4	Passage R 7-H4 (Przejście przez drzwi R 7-H4)
Yerih_mOgmk	Przejście przez drzwi R 9-H8.mp4	Przejście przez drzwi R 9-H8	Passage R 9-H8	Passage R 9-H8 (Przejście przez drzwi R 9-H8)
KTxzAXp50Uk	Przejście przez drzwi R H1-1.mp4	Przejście przez drzwi R H1-1	Passage R H1-1	Passage R H1-1 (Przejście przez drzwi R H1-1)
X6TNJ-LG73c	Przejście przez drzwi R H1-2.mp4	Przejście przez drzwi R H1-2	Passage R H1-2	Passage R H1-2 (Przejście przez drzwi R H1-2)
vZpCdsVbSMI	Przejście przez drzwi R H1-4.mp4	Przejście przez drzwi R H1-4	Passage R H1-4	Passage R H1-4 (Przejście przez drzwi R H1-4)
TdjgWEU5GVY	Przejście przez drzwi R H7-4.mp4	Przejście przez drzwi R H7-4	Passage R H7-4	Passage R H7-4 (Przejście przez drzwi R H7-4)
v4F6HYzsBzA	Przejście przez drzwi R H9-8.mp4	Przejście przez drzwi R H9-8	Passage R H9-8	Passage R H9-8 (Przejście przez drzwi R H9-8)
cYZv1YLMDQQ	Przejście przez drzwi R+ 1-H1.mp4	Przejście przez drzwi R+ 1-H1	Passage R+ 1-H1	Passage R+ 1-H1 (Przejście przez drzwi R+ 1-H1)
fzPmlli98UY	Przejście przez drzwi R+ 1-H2.mp4	Przejście przez drzwi R+ 1-H2	Passage R+ 1-H2	Passage R+ 1-H2 (Przejście przez drzwi R+ 1-H2)
WKcflxda9QA	Przejście przez drzwi R+ 1-H4.mp4	Przejście przez drzwi R+ 1-H4	Passage R+ 1-H4	Passage R+ 1-H4 (Przejście przez drzwi R+ 1-H4)
B5NFNOwjnpU	Przejście przez drzwi R+ 7-H4.mp4	Przejście przez drzwi R+ 7-H4	Passage R+ 7-H4	Passage R+ 7-H4 (Przejście przez drzwi R+ 7-H4)
6FED1R3Q4nM	Przejście przez drzwi R+ 9-H8.mp4	Przejście przez drzwi R+ 9-H8	Passage R+ 9-H8	Passage R+ 9-H8 (Przejście przez drzwi R+ 9-H8)
xfwBSLQg0N4	Przejście przez drzwi R+ H1-1.mp4	Przejście przez drzwi R+ H1-1	Passage R+ H1-1	Passage R+ H1-1 (Przejście przez drzwi R+ H1-1)
pVX9yUt2ImA	Przejście przez drzwi R+ H1-2.mp4	Przejście przez drzwi R+ H1-2	Passage R+ H1-2	Passage R+ H1-2 (Przejście przez drzwi R+ H1-2)
0wqGhdvBHoU	Przejście przez drzwi R+ H1-4.mp4	Przejście przez drzwi R+ H1-4	Passage R+ H1-4	Passage R+ H1-4 (Przejście przez drzwi R+ H1-4)
MTs8mf6TDsI	Przejście przez drzwi R+ H7-4.mp4	Przejście przez drzwi R+ H7-4	Passage R+ H7-4	Passage R+ H7-4 (Przejście przez drzwi R+ H7-4)
2QgRJ9LK4-0	Przejście przez drzwi R+ H9-8.mp4	Przejście przez drzwi R+ H9-8	Passage R+ H9-8	Passage R+ H9-8 (Przejście przez drzwi R+ H9-8)
bg9bETCyODg	Przejście przez drzwi RVO 1-H1.mp4	Przejście przez drzwi RVO 1-H1	Passage RVO 1-H1	Passage RVO 1-H1 (Przejście przez drzwi RVO 1-H1)
bMukT5vWrVU	Przejście przez drzwi RVO 1-H2.mp4	Przejście przez drzwi RVO 1-H2	Passage RVO 1-H2	Passage RVO 1-H2 (Przejście przez drzwi RVO 1-H2)
lzr9LV_wK3o	Przejście przez drzwi RVO 1-H4.mp4	Przejście przez drzwi RVO 1-H4	Passage RVO 1-H4	Passage RVO 1-H4 (Przejście przez drzwi RVO 1-H4)
xZQ00t1Uykg	Przejście przez drzwi RVO 9-H8.mp4	Przejście przez drzwi RVO 9-H8	Passage RVO 9-H8	Passage RVO 9-H8 (Przejście przez drzwi RVO 9-H8)
W-9W1m-6Hf4	Przejście przez drzwi RVO H1-1.mp4	Przejście przez drzwi RVO H1-1	Passage RVO H1-1	Passage RVO H1-1 (Przejście przez drzwi RVO H1-1)
Pk5P2YTOTIo	Przejście przez drzwi RVO H1-2.mp4	Przejście przez drzwi RVO H1-2	Passage RVO H1-2	Passage RVO H1-2 (Przejście przez drzwi RVO H1-2)
WwcOOrTaRHk	Przejście przez drzwi RVO H1-4.mp4	Przejście przez drzwi RVO H1-4	Passage RVO H1-4	Passage RVO H1-4 (Przejście przez drzwi RVO H1-4)
yA1jzJd-KDs	Przejście przez drzwi RVO H9-8.mp4	Przejście przez drzwi RVO H9-8	Passage RVO H9-8	Passage RVO H9-8 (Przejście przez drzwi RVO H9-8)
UOP9CuHYxO0	Skrzyżowanie równorzędne PR dwa roboty.mp4	Skrzyżowanie równorzędne PR dwa roboty	Intersection PR two robots	Intersection PR two robots (Skrzyżowanie równorzędne PR dwa roboty)
wyMusseTidw	Skrzyżowanie równorzędne R dwa roboty.mp4	Skrzyżowanie równorzędne R dwa roboty	Intersection R two robots	Intersection R two robots (Skrzyżowanie równorzędne R dwa roboty)
z5K-o3MS0QA	Skrzyżowanie równorzędne R+ dwa roboty.mp4	Skrzyżowanie równorzędne R+ dwa roboty	Intersection R+ two robots	Intersection R+ two robots (Skrzyżowanie równorzędne R+ dwa roboty)
m2ot98VABuQ	Skrzyżowanie równorzędne RVO dwa roboty.mp4	Skrzyżowanie równorzędne RVO dwa roboty	Intersection RVO two robots	Intersection RVO two robots (Skrzyżowanie równorzędne RVO dwa roboty)
ysETYbJxHHk	Skrzyżowanie typu 8 PR cztery roboty.mp4	Skrzyżowanie typu 8 PR cztery roboty	Type 8 intersection PR four robots	Type 8 intersection PR four robots (Skrzyżowanie typu 8 PR cztery roboty)
lBuBQvuYxfs	Skrzyżowanie typu 8 PR dwa roboty.mp4	Skrzyżowanie typu 8 PR dwa roboty	Type 8 intersection PR two robots	Type 8 intersection PR two robots (Skrzyżowanie typu 8 PR dwa roboty)
Qx5Hv4K5VxQ	Skrzyżowanie typu 8 R cztery roboty.mp4	Skrzyżowanie typu 8 R cztery roboty	Type 8 intersection R four robots	Type 8 intersection R four robots (Skrzyżowanie typu 8 R cztery roboty)
LbIOE8CPUxk	Skrzyżowanie typu 8 R dwa roboty.mp4	Skrzyżowanie typu 8 R dwa roboty	Type 8 intersection R two robots	Type 8 intersection R two robots (Skrzyżowanie typu 8 R dwa roboty)
mzvhy2NLovc	Skrzyżowanie typu 8 R+ cztery roboty.mp4	Skrzyżowanie typu 8 R+ cztery roboty	Type 8 intersection R+ four robots	Type 8 intersection R+ four robots (Skrzyżowanie typu 8 R+ cztery roboty)
Cb8YuuOCax4	Skrzyżowanie typu 8 R+ dwa roboty.mp4	Skrzyżowanie typu 8 R+ dwa roboty	Type 8 intersection R+ two robots	Type 8 intersection R+ two robots (Skrzyżowanie typu 8 R+ dwa roboty)
R0i9Sr-kYls	Skrzyżowanie typu 8 RVO cztery roboty.mp4	Skrzyżowanie typu 8 RVO cztery roboty	Type 8 intersection RVO four robots	Type 8 intersection RVO four robots (Skrzyżowanie typu 8 RVO cztery roboty)
S_qh6hzg0VM	Skrzyżowanie typu 8 RVO dwa roboty.mp4	Skrzyżowanie typu 8 RVO dwa roboty	Type 8 intersection RVO two robots	Type 8 intersection RVO two robots (Skrzyżowanie typu 8 RVO dwa roboty)
Sy4BFpAAgMg	Wąski korytarz PR 1-1.mp4	Wąski korytarz PR 1-1	Narrow corridor PR 1-1	Narrow corridor PR 1-1 (Wąski korytarz PR 1-1)
i2eM5qEgDCM	Wąski korytarz PR 1-2.mp4	Wąski korytarz PR 1-2	Narrow corridor PR 1-2	Narrow corridor PR 1-2 (Wąski korytarz PR 1-2)
EgVwd-R534k	Wąski korytarz PR 8-3.mp4	Wąski korytarz PR 8-3	Narrow corridor PR 8-3	Narrow corridor PR 8-3 (Wąski korytarz PR 8-3)
0NOGP7hx-XM	Wąski korytarz R 1-1.mp4	Wąski korytarz R 1-1	Narrow corridor R 1-1	Narrow corridor R 1-1 (Wąski korytarz R 1-1)
_Siwg7M2j6g	Wąski korytarz R 1-2.mp4	Wąski korytarz R 1-2	Narrow corridor R 1-2	Narrow corridor R 1-2 (Wąski korytarz R 1-2)
_ykdjD7EhaA	Wąski korytarz R 8-3.mp4	Wąski korytarz R 8-3	Narrow corridor R 8-3	Narrow corridor R 8-3 (Wąski korytarz R 8-3)
Yr-ewbA3sHY	Wąski korytarz R+ 1-1.mp4	Wąski korytarz R+ 1-1	Narrow corridor R+ 1-1	Narrow corridor R+ 1-1 (Wąski korytarz R+ 1-1)
BdUxgCE-e_0	Wąski korytarz R+ 1-2.mp4	Wąski korytarz R+ 1-2	Narrow corridor R+ 1-2	Narrow corridor R+ 1-2 (Wąski korytarz R+ 1-2)
NpekyFjj_oA	Wąski korytarz R+ 8-3.mp4	Wąski korytarz R+ 8-3	Narrow corridor R+ 8-3	Narrow corridor R+ 8-3 (Wąski korytarz R+ 8-3)
2EQ3cyawR44	Wąski korytarz RVO 1-1.mp4	Wąski korytarz RVO 1-1	Narrow corridor RVO 1-1	Narrow corridor RVO 1-1 (Wąski korytarz RVO 1-1)
Q7a67qN-ggU	Wąski korytarz RVO 1-2.mp4	Wąski korytarz RVO 1-2	Narrow corridor RVO 1-2	Narrow corridor RVO 1-2 (Wąski korytarz RVO 1-2)
-mqpW9HAVss	Wąski korytarz RVO 8-3.mp4	Wąski korytarz RVO 8-3	Narrow corridor RVO 8-3	Narrow corridor RVO 8-3 (Wąski korytarz RVO 8-3)
H_WmEr0CN2w	Mijanka R 1-H1.avi	Mijanka R 1-H1	Passage place R 1-H1	Passage place R 1-H1 (Mijanka R 1-H1)
MYVMpvIpmHo	Mijanka R+ 1-H1.avi	Mijanka R+ 1-H1	Passage place R+ 1-H1	Passage place R+ 1-H1 (Mijanka R+ 1-H1)
DqAHRAVqY0A	Otwarta przestrzeń PR 1-1.avi	Otwarta przestrzeń PR 1-1	Open space PR 1-1	Open space PR 1-1 (Otwarta przestrzeń PR 1-1)
zHV1kXFFQYU	Otwarta przestrzeń PR 1-2.avi	Otwarta przestrzeń PR 1-2	Open space PR 1-2	Open space PR 1-2 (Otwarta przestrzeń PR 1-2)
Yj4F70znwIo	Otwarta przestrzeń R 1-1.avi	Otwarta przestrzeń R 1-1	Open space R 1-1	Open space R 1-1 (Otwarta przestrzeń R 1-1)
czi8Yho4Hys	Otwarta przestrzeń R 1-2.avi	Otwarta przestrzeń R 1-2	Open space R 1-2	Open space R 1-2 (Otwarta przestrzeń R 1-2)
g7OcxpWOw90	Otwarta przestrzeń R+ 1-1.avi	Otwarta przestrzeń R+ 1-1	Open space R+ 1-1	Open space R+ 1-1 (Otwarta przestrzeń R+ 1-1)
OYCtPeyAJLE	Otwarta przestrzeń R+ 1-2.avi	Otwarta przestrzeń R+ 1-2	Open space R+ 1-2	Open space R+ 1-2 (Otwarta przestrzeń R+ 1-2)
CuOLAZh-O5o	Otwarta przestrzeń RVO 1-1.avi	Otwarta przestrzeń RVO 1-1	Open space RVO 1-1	Open space RVO 1-1 (Otwarta przestrzeń RVO 1-1)
3NtoJaz52AM	Otwarta przestrzeń RVO 1-2.avi	Otwarta przestrzeń RVO 1-2	Open space RVO 1-2	Open space RVO 1-2 (Otwarta przestrzeń RVO 1-2)
_Cfq0Ptb9jA	Otwarta przestrzeń skos PR cztery roboty zadanie 1.avi	Otwarta przestrzeń skos PR cztery roboty zadanie 1	Open space slant PR four robots task 1	Open space slant PR four robots task 1 (Otwarta przestrzeń skos PR cztery roboty zadanie 1)
BpGCXFnC1-Q	Otwarta przestrzeń skos PR cztery roboty zadanie 2.avi	Otwarta przestrzeń skos PR cztery roboty zadanie 2	Open space slant PR four robots task 2	Open space slant PR four robots task 2 (Otwarta przestrzeń skos PR cztery roboty zadanie 2)
O-e1eyKHj3g	Otwarta przestrzeń skos R cztery roboty zadanie 1.avi	Otwarta przestrzeń skos R cztery roboty zadanie 1	Open space slant R four robots task 1	Open space slant R four robots task 1 (Otwarta przestrzeń skos R cztery roboty zadanie 1)
IrflEfQpAXE	Otwarta przestrzeń skos R cztery roboty zadanie 2.avi	Otwarta przestrzeń skos R cztery roboty zadanie 2	Open space slant R four robots task 2	Open space slant R four robots task 2 (Otwarta przestrzeń skos R cztery roboty zadanie 2)
J1xgTulbvQ4	Otwarta przestrzeń skos R+ cztery roboty zadanie 1.avi	Otwarta przestrzeń skos R+ cztery roboty zadanie 1	Open space slant R+ four robots task 1	Open space slant R+ four robots task 1 (Otwarta przestrzeń skos R+ cztery roboty zadanie 1)
xvjSJ0ORTDk	Otwarta przestrzeń skos R+ cztery roboty zadanie 2.avi	Otwarta przestrzeń skos R+ cztery roboty zadanie 2	Open space slant R+ four robots task 2	Open space slant R+ four robots task 2 (Otwarta przestrzeń skos R+ cztery roboty zadanie 2)
EpFUgwhn0lE	Otwarta przestrzeń skos RVO cztery roboty zadanie 1.avi	Otwarta przestrzeń skos RVO cztery roboty zadanie 1	Open space slant RVO four robots task 1	Open space slant RVO four robots task 1 (Otwarta przestrzeń skos RVO cztery roboty zadanie 1)
qPoj4nlup58	Otwarta przestrzeń skos RVO cztery roboty zadanie 2.avi	Otwarta przestrzeń skos RVO cztery roboty zadanie 2	Open space slant RVO four robots task 2	Open space slant RVO four robots task 2 (Otwarta przestrzeń skos RVO cztery roboty zadanie 2)
_Tm43SmLedc	Przejście przez drzwi PF 1-H1.avi	Przejście przez drzwi PF 1-H1	Passage PF 1-H1	Passage PF 1-H1 (Przejście przez drzwi PF 1-H1)
cLqNB0dsc4M	Przejście przez drzwi PF 1-H2.avi	Przejście przez drzwi PF 1-H2	Passage PF 1-H2	Passage PF 1-H2 (Przejście przez drzwi PF 1-H2)
PHW8u-Q3XCg	Przejście przez drzwi PF+ 1-H1.avi	Przejście przez drzwi PF+ 1-H1	Passage PF+ 1-H1	Passage PF+ 1-H1 (Przejście przez drzwi PF+ 1-H1)
0_fpP63sW0E	Przejście przez drzwi PF+ 1-H2.avi	Przejście przez drzwi PF+ 1-H2	Passage PF+ 1-H2	Passage PF+ 1-H2 (Przejście przez drzwi PF+ 1-H2)
5mVwC5RSEZo	Przejście przez drzwi R 1-H1.avi	Przejście przez drzwi R 1-H1	Passage R 1-H1	Passage R 1-H1 (Przejście przez drzwi R 1-H1)
p0wgNgfuOHs	Przejście przez drzwi R 1-H2.avi	Przejście przez drzwi R 1-H2	Passage R 1-H2	Passage R 1-H2 (Przejście przez drzwi R 1-H2)
gN6046S-iEk	Przejście przez drzwi R+ 1-H1.avi	Przejście przez drzwi R+ 1-H1	Passage R+ 1-H1	Passage R+ 1-H1 (Przejście przez drzwi R+ 1-H1)
ji3wVt9Met0	Przejście przez drzwi R+ 1-H2.avi	Przejście przez drzwi R+ 1-H2	Passage R+ 1-H2	Passage R+ 1-H2 (Przejście przez drzwi R+ 1-H2)
